YEAR,OPID,Weekday usage,Weekend usage
2025,51980001,20,10
2025,51980002,60,20
2025,51980003,60,90
2025,51990001,40,30
2025,51990002,40,30
2025,52000001,20,20
2025,52000002,20,20
2025,5200001,60,60
2025,520001,60,60
2025,520002,60,60
2025,52010001,,
2025,52010002,5,5
2025,52040001,0,20
2025,52040002,30,30
2025,52130001,,
2025,52140001,,
2025,52160002,,
2025,52170001,,
2025,52180001,40,60
2025,52190002,30,60
2025,52200002,,
2025,5220001,,
2025,5220002,120,120
2025,5220008,180,180
2025,5220101,270,330
2025,5220102,180,510
2025,5220201,20,30
2025,5220202,270,90
2025,5220301,120,180
2025,5220302,150,240
2025,5220401,120,120
2025,5220402,90,150
2025,52210001,,
2025,52220002,90,60
2025,52230001,60,30
2025,52230002,15,20
2025,52230003,30,30
2025,52240002,,
2025,52240003,60,60
2025,52240004,60,60
2025,52250001,50,50
2025,52250002,60,60
2025,52260002,60,60
2025,52270002,60,60
2025,52280001,60,60
2025,52280002,60,60
2025,52290001,30,30
2025,52290002,30,30
2025,52300001,60,60
2025,52300002,60,60
2025,52300003,60,60
2025,52310001,10,10
2025,52310002,,
2025,52320001,,
2025,52370001,,
2025,52370002,10,10
2025,52430002,,
2025,52440003,,
2025,52450001,,
2025,52450002,,
2025,52470001,,
2025,52470002,,
2025,52480001,,
2025,52480002,,
2025,52490001,30,30
2025,52490003,,
2025,52490004,10,10
2025,52500001,,
2025,52500002,10,10
2025,52510001,,
2025,52510002,10,10
2025,52520002,25,20
2025,52530001,,
2025,52540001,,
2025,52560001,,
2025,52560002,,
2025,52570001,,
2025,52580001,,
2025,52580002,,
2025,52600001,,
2025,52600002,,
2025,5260001,60,60
2025,5260002,60,60
2025,5260004,60,120
2025,52610001,,
2025,52620001,5,5
2025,52620002,,
2025,52630001,10,10
2025,52630002,30,30
2025,52630004,30,30
2025,52640001,,
2025,52660001,,
2025,52660002,,
2025,52680001,1,1
2025,52680002,,
2025,52690001,,
2025,52690002,20,20
2025,52700001,15,15
2025,52700002,10,10
2025,52710002,60,180
2025,52740002,,
2025,52750002,,
2025,52780002,40,90
2025,52790002,,
2025,52800002,20,20
2025,5280001,150,150
2025,5280002,20,20
2025,5280003,60,120
2025,52830001,60,60
2025,52840002,30,30
2025,52840003,60,60
2025,52840004,30,30
2025,52880001,,
2025,52900001,30,30
2025,52900002,30,30
2025,52900003,30,30
2025,52910001,60,60
2025,52910002,60,60
2025,52950001,30,30
2025,52950002,60,60
2025,52970001,,
2025,52970002,,
2025,52980001,30,30
2025,52980002,30,30
2025,52990001,60,60
2025,52990002,60,60
2025,52990003,60,60
2025,53000002,30,30
2025,530001,60,100
2025,530002,,
2025,530003,60,60
2025,530004,60,60
2025,53030001,15,15
2025,53050001,10,20
2025,53050002,10,20
2025,53160001,120,120
2025,53160002,60,60
2025,53190002,120,120
2025,53200001,30,90
2025,53200002,30,60
2025,5320001,60,90
2025,5320002,60,60
2025,5320004,120,180
2025,5320101,120,120
2025,5320102,90,90
2025,53220001,120,120
2025,53220002,30,30
2025,53230001,,
2025,53260001,60,90
2025,53260002,60,90
2025,53280001,60,60
2025,53280002,70,60
2025,5330001,90,120
2025,5330002,60,60
2025,5330005,90,120
2025,53390001,,
2025,5340001,120,60
2025,5340002,60,120
2025,53420001,,
2025,53420002,120,60
2025,53430002,,
2025,53450001,10,0
2025,53480001,15,15
2025,53480002,10,10
2025,53490001,0,20
2025,53490002,5,5
2025,53490005,10,30
2025,53500001,10,20
2025,53500003,,
2025,53500004,10,10
2025,5350001,30,30
2025,5350002,30,30
2025,53510001,,
2025,53520001,,
2025,53520002,60,60
2025,53530001,,
2025,53530002,,
2025,53540001,30,30
2025,53540002,,
2025,53540006,30,30
2025,53550001,,
2025,53580001,,
2025,53580002,,
2025,5360001,30,30
2025,5360002,30,30
2025,53610001,120,120
2025,53610002,180,180
2025,53620001,90,90
2025,53620002,60,60
2025,53620003,120,120
2025,53630002,,
2025,53650001,60,120
2025,53650002,90,150
2025,53650003,30,30
2025,53660003,120,120
2025,53660004,60,60
2025,53660006,30,60
2025,53670001,,
2025,53670002,,
2025,53680001,120,120
2025,53680002,120,150
2025,53720001,,
2025,53720003,,
2025,5380001,90,120
2025,5380002,120,120
2025,5380003,30,60
2025,5380004,480,480
2025,53810001,150,240
2025,53810002,120,180
2025,53810101,120,300
2025,53810102,360,180
2025,53830001,20,40
2025,53830002,20,30
2025,53830101,180,300
2025,53830102,60,180
2025,53860001,30,30
2025,53860002,30,30
2025,53860005,60,90
2025,53870001,60,60
2025,53870002,30,30
2025,53890002,120,120
2025,53900001,120,120
2025,5390001,120,180
2025,5390002,30,60
2025,5390003,180,360
2025,5390004,120,240
2025,53910002,150,150
2025,53940001,60,60
2025,53950001,90,120
2025,53950002,60,60
2025,53970001,180,120
2025,53970002,60,60
2025,53980001,15,15
2025,53980002,5,5
2025,53990001,,
2025,54000002,,
2025,5400001,10,60
2025,5400002,90,150
2025,5400003,40,40
2025,5400004,90,180
2025,540002,40,40
2025,540003,60,60
2025,54010001,15,15
2025,54010002,15,15
2025,54020001,60,30
2025,54020002,60,60
2025,54020004,60,60
2025,54030001,150,240
2025,54030002,120,120
2025,54050001,30,60
2025,54050002,90,180
2025,54060001,240,300
2025,54060002,240,600
2025,54060003,120,120
2025,54090001,,
2025,54100002,,
2025,5410001,60,60
2025,5410002,120,60
2025,5410003,120,240
2025,5410004,60,120
2025,5410005,120,120
2025,5410006,,
2025,54130002,10,10
2025,54140002,,
2025,54160002,20,20
2025,54190001,,
2025,54190002,,
2025,54200002,20,10
2025,54210002,,
2025,54210004,,
2025,54210006,30,30
2025,54220001,20,20
2025,54220002,,
2025,54230001,180,240
2025,54230002,120,60
2025,54230003,30,90
2025,54250001,60,150
2025,54250002,0,150
2025,54250003,0,30
2025,54260001,120,30
2025,54260004,60,60
2025,54260005,240,60
2025,5430001,30,120
2025,5430002,80,60
2025,5430003,20,90
2025,5430004,15,30
2025,54320002,,
2025,54350002,,
2025,54390001,,
2025,5440001,60,60
2025,5440002,180,120
2025,5440003,60,40
2025,5440004,90,120
2025,54460001,,
2025,54470001,,
2025,54470002,,
2025,54500001,,
2025,5450001,60,60
2025,5450002,30,60
2025,5450003,120,120
2025,54510001,,
2025,54510002,,
2025,54520001,,
2025,54540002,,
2025,54550002,30,30
2025,54560002,,
2025,54570001,5,5
2025,54570002,5,5
2025,54580002,,
2025,54590001,20,60
2025,54590002,90,120
2025,54600001,0,90
2025,54600002,0,120
2025,54600003,0,90
2025,5460002,,
2025,54610001,90,90
2025,54610002,60,60
2025,54610003,180,300
2025,54630001,,
2025,54650001,,
2025,54670001,90,90
2025,54670002,90,90
2025,54690001,,
2025,54690002,90,90
2025,54700002,,
2025,5470002,120,120
2025,54710001,60,60
2025,54710002,,
2025,54720002,,
2025,54730001,,
2025,54740001,,
2025,54770001,30,30
2025,54770002,20,30
2025,54770003,10,30
2025,54780001,180,240
2025,54780002,60,90
2025,54790002,,
2025,54820002,,
2025,54830002,,
2025,54840001,240,240
2025,54840002,60,120
2025,54850001,,
2025,54850002,,
2025,54860001,,
2025,54870001,,
2025,54870002,,
2025,54880001,30,20
2025,54880002,30,30
2025,54880003,120,169
2025,54890001,,
2025,54890002,60,60
2025,54900001,,
2025,54900002,10,0
2025,54920001,,
2025,54940001,10,0
2025,54940002,,
2025,54970002,,
2025,54980002,,
2025,55000001,120,180
2025,55000002,120,120
2025,5500002,60,60
2025,550002,60,120
2025,550003,60,60
2025,55020001,,
2025,55020002,,
2025,55040001,20,20
2025,55060001,,
2025,55070001,10,0
2025,55090001,11,10
2025,55090002,10,10
2025,55100001,30,30
2025,55100002,60,60
2025,55100004,420,420
2025,5510001,,
2025,5510002,,
2025,55130001,300,300
2025,55130002,180,180
2025,55140001,20,20
2025,55140002,,
2025,55140003,20,20
2025,55160001,5,5
2025,55160002,,
2025,55180002,20,30
2025,55180003,60,60
2025,55180004,30,30
2025,5520002,,
2025,5520003,,
2025,55230002,,
2025,55240001,10,10
2025,55240002,,
2025,55260001,90,90
2025,55260002,60,60
2025,55300001,10,10
2025,55300002,10,10
2025,55300003,30,30
2025,5530001,30,60
2025,5530002,15,30
2025,5530004,40,40
2025,55340001,150,300
2025,55340002,,
2025,55340003,10,10
2025,55350001,,
2025,55400001,30,30
2025,55400002,120,120
2025,5540001,30,50
2025,5540002,30,30
2025,55410001,,
2025,55420001,,
2025,55460002,,
2025,55480001,,
2025,55490001,90,240
2025,55490002,180,120
2025,55490003,240,300
2025,5550001,60,120
2025,5550002,120,120
2025,55510001,90,180
2025,55510002,60,60
2025,55520001,120,120
2025,55520002,120,120
2025,55520003,60,60
2025,55530001,,
2025,55530002,,
2025,55540001,150,150
2025,55540002,90,60
2025,55570001,60,60
2025,55570002,60,60
2025,55570003,60,180
2025,55580001,,
2025,55580002,,
2025,55590002,,
2025,55600001,30,30
2025,55600002,60,0
2025,55620001,30,15
2025,55620002,40,60
2025,55620004,50,140
2025,55630001,,
2025,55630002,,
2025,55640001,120,120
2025,55640002,200,260
2025,55660001,,
2025,55680001,,
2025,55680002,,
2025,55680003,25,30
2025,5570001,30,40
2025,5570002,30,40
2025,55710001,60,80
2025,55710002,10,10
2025,55710003,90,180
2025,55710004,90,210
2025,55720001,60,60
2025,55720002,30,30
2025,55720101,60,120
2025,55730001,300,180
2025,55730002,60,30
2025,55730003,180,300
2025,55740001,60,120
2025,55740002,90,90
2025,55740004,180,180
2025,55760001,80,90
2025,55760002,30,50
2025,55770001,,
2025,55780001,,
2025,5580001,20,50
2025,5580002,10,30
2025,55820001,120,120
2025,55820002,60,120
2025,55820005,60,120
2025,55860001,60,120
2025,55860002,60,60
2025,55870001,60,60
2025,55870002,30,60
2025,55870003,60,120
2025,55870004,60,120
2025,55890001,30,30
2025,55890002,60,60
2025,55890003,120,300
2025,5590001,50,50
2025,5590002,30,30
2025,55910001,30,30
2025,55910002,20,10
2025,55910003,180,240
2025,55910004,120,240
2025,55930001,,
2025,55930002,,
2025,55940001,90,150
2025,55940002,90,120
2025,55940003,120,120
2025,55940004,120,120
2025,55950002,240,300
2025,55950003,180,60
2025,55960002,,
2025,55970002,,
2025,55980001,,
2025,55980002,,
2025,5600001,20,60
2025,5600002,15,40
2025,560001,60,120
2025,560002,90,120
2025,56020001,180,120
2025,56020002,300,420
2025,56020003,180,300
2025,56030001,,
2025,56030002,270,60
2025,56030004,480,300
2025,56050001,80,100
2025,56050002,150,100
2025,56050003,30,110
2025,56050004,150,190
2025,56050005,160,170
2025,56080002,,
2025,56170001,12,12
2025,56170002,,
2025,56180001,10,10
2025,56180002,60,90
2025,56190001,240,300
2025,56190002,120,240
2025,56190005,120,240
2025,56210002,60,60
2025,56220001,15,15
2025,56220002,15,15
2025,56220003,15,15
2025,56230001,30,120
2025,56230002,60,90
2025,56230003,60,120
2025,56260002,30,30
2025,56280001,,
2025,56280002,,
2025,56300001,90,90
2025,56300002,,
2025,56310002,,
2025,56320001,30,30
2025,56320002,30,30
2025,56320003,60,60
2025,56340001,300,300
2025,56340002,300,360
2025,56350001,120,120
2025,56350002,,
2025,56370002,,
2025,56370003,180,180
2025,56400002,,
2025,56410001,120,180
2025,56410002,150,180
2025,56410003,120,120
2025,56420001,,
2025,56420002,,
2025,56430001,240,180
2025,56430002,120,60
2025,56430003,240,240
2025,56440002,,
2025,56440003,10,10
2025,56460002,120,120
2025,56460003,60,120
2025,56470002,,
2025,56490001,90,90
2025,56490002,120,120
2025,56500001,120,120
2025,56500002,240,240
2025,56510001,30,30
2025,56510002,240,360
2025,56510003,180,300
2025,56540001,120,120
2025,56540002,90,90
2025,56550001,30,60
2025,56550002,60,120
2025,56550003,60,120
2025,56550004,120,120
2025,56570001,120,120
2025,56570002,120,120
2025,56570003,120,240
2025,56590001,60,60
2025,56590002,30,60
2025,56600001,120,240
2025,56600002,30,30
2025,56600003,90,120
2025,56600004,60,60
2025,56610001,5,5
2025,56610002,10,10
2025,56640001,300,359
2025,56640002,10,10
2025,56640004,240,240
2025,56650002,,
2025,56660001,,
2025,56670002,,
2025,56680001,,
2025,56680002,90,90
2025,56680003,,
2025,56690002,,
2025,56700002,40,40
2025,56700004,90,90
2025,56700005,30,30
2025,5670002,120,120
2025,5670004,90,120
2025,56750001,30,30
2025,56750002,30,90
2025,56780001,,
2025,56800001,15,10
2025,56800002,180,180
2025,56800004,150,300
2025,5680001,120,60
2025,56820001,60,120
2025,56820002,30,60
2025,56850001,30,30
2025,56850002,90,120
2025,56870001,30,30
2025,56870002,30,30
2025,5690001,10,30
2025,5690002,5,20
2025,56920001,40,80
2025,56920002,40,80
2025,56980001,60,120
2025,56980002,80,120
2025,56980003,60,80
2025,56980004,40,60
2025,5700002,60,60
2025,5700003,120,120
2025,570001,60,60
2025,570002,60,60
2025,57010001,60,60
2025,57010002,60,60
2025,57030001,60,80
2025,57030002,50,60
2025,57050001,60,90
2025,57050002,40,60
2025,57050003,40,60
2025,57090001,60,80
2025,57090002,60,90
2025,57110001,30,110
2025,57110002,30,50
2025,57120001,60,100
2025,57120002,60,110
2025,57130001,60,100
2025,57130002,60,120
2025,57150001,60,120
2025,57150002,60,120
2025,57160001,60,120
2025,57160002,15,30
2025,57170001,40,60
2025,57180001,30,60
2025,57180002,60,120
2025,57180003,60,60
2025,57190001,60,120
2025,57190002,60,120
2025,57190003,60,120
2025,57200001,60,90
2025,57200002,60,120
2025,5720001,,
2025,5720002,,
2025,5720004,120,180
2025,57250002,,
2025,57260001,60,60
2025,57260002,90,90
2025,57290001,,
2025,57290002,,
2025,5730001,60,60
2025,57320001,30,30
2025,57320002,30,30
2025,57320003,120,180
2025,57330001,,
2025,57330002,,
2025,57340001,30,60
2025,57340002,90,90
2025,57350001,,
2025,57350002,,
2025,57350003,60,60
2025,57380001,,
2025,57380002,30,60
2025,57380005,60,60
2025,57390001,,
2025,57390002,60,90
2025,57400001,,
2025,57400002,60,90
2025,5740001,60,60
2025,5740002,90,60
2025,57410001,120,120
2025,57410002,120,120
2025,57410003,60,60
2025,57420001,60,110
2025,57420002,60,90
2025,57430001,,
2025,57430002,,
2025,57430003,120,180
2025,57460001,30,20
2025,57460002,90,60
2025,57460003,60,60
2025,57480001,60,120
2025,57480002,30,30
2025,57480003,120,120
2025,57500001,120,120
2025,57500002,,
2025,57500003,60,60
2025,5750001,60,180
2025,5750002,90,60
2025,5750003,60,60
2025,5750004,90,90
2025,57510001,120,150
2025,57510002,90,90
2025,57520001,120,150
2025,57520002,120,150
2025,57530001,60,90
2025,57530002,60,90
2025,57550001,60,90
2025,57550002,60,90
2025,57560001,50,60
2025,57560002,60,60
2025,57580001,30,30
2025,57580002,60,90
2025,57590001,60,90
2025,57590002,,
2025,57600001,60,60
2025,57600002,60,80
2025,57610001,60,60
2025,57610002,30,40
2025,57610003,30,30
2025,57620001,90,150
2025,57630001,60,90
2025,57630002,60,90
2025,57650001,90,120
2025,57650002,60,90
2025,57650003,120,120
2025,57650004,60,90
2025,57660001,120,120
2025,57660002,120,90
2025,57670001,120,150
2025,57670002,120,120
2025,57680001,40,60
2025,57680002,60,90
2025,57700001,90,90
2025,57700002,40,60
2025,57730001,60,120
2025,57730002,100,120
2025,57730003,60,60
2025,57750001,30,40
2025,57750002,20,20
2025,57760001,70,80
2025,57760002,60,70
2025,57780001,,
2025,57800001,30,60
2025,57800002,30,60
2025,5780001,,
2025,5780002,120,240
2025,57820001,30,30
2025,57820002,80,90
2025,57840001,,
2025,57860001,,
2025,57860002,,
2025,57870001,30,40
2025,57870002,,
2025,57890001,60,150
2025,57890002,20,30
2025,57900001,,
2025,57900002,,
2025,5790001,,
2025,57910001,60,120
2025,57910002,90,120
2025,57930002,40,30
2025,57960001,80,120
2025,57960002,80,80
2025,57970001,,
2025,57970002,,
2025,57980001,,
2025,57980002,,
2025,57990001,60,120
2025,57990002,110,120
2025,57990003,60,120
2025,57990004,60,120
2025,58000001,30,30
2025,58000002,40,60
2025,5800001,20,30
2025,5800002,30,60
2025,5800003,60,120
2025,580001,30,30
2025,580002,60,60
2025,58010001,60,140
2025,58010002,40,80
2025,58010003,50,60
2025,58010004,60,160
2025,58020001,60,110
2025,58020002,90,120
2025,58030001,,
2025,58030002,,
2025,58040001,30,80
2025,58040002,40,80
2025,58050001,,
2025,58050002,60,120
2025,58050003,60,90
2025,58060001,80,120
2025,58060002,60,120
2025,58070001,60,120
2025,58070002,40,110
2025,58070003,,
2025,58080001,60,110
2025,58080002,50,60
2025,58090001,50,60
2025,58090002,50,100
2025,58100001,40,60
2025,58100002,60,120
2025,58100003,50,80
2025,58120001,30,40
2025,58120002,30,30
2025,58130001,30,30
2025,58130002,30,30
2025,58130003,20,20
2025,58130004,30,30
2025,58140001,120,120
2025,58140002,130,60
2025,58150001,30,30
2025,58150002,35,30
2025,58160001,60,40
2025,58160002,30,30
2025,58170001,60,60
2025,58170002,60,60
2025,58180001,,
2025,58190001,30,30
2025,58210001,60,90
2025,58210002,40,50
2025,58220001,60,90
2025,58220002,90,100
2025,58230001,40,100
2025,58230002,100,100
2025,58230003,60,80
2025,58240001,60,90
2025,58240002,60,60
2025,58240003,60,90
2025,58240004,120,150
2025,58250001,60,60
2025,58250002,60,60
2025,58250003,40,40
2025,58250004,30,40
2025,58260001,120,150
2025,58260002,60,80
2025,58260003,90,120
2025,58260004,120,120
2025,58280001,90,120
2025,58290001,60,150
2025,58290002,120,120
2025,58300001,60,90
2025,5830001,20,20
2025,5830002,30,120
2025,5830003,25,50
2025,58310001,,
2025,58310002,,
2025,58330001,60,120
2025,58330002,60,120
2025,58360001,40,50
2025,58360002,30,30
2025,58370001,60,60
2025,58370002,40,40
2025,58390001,30,60
2025,58400001,90,90
2025,5840001,30,120
2025,5840002,20,40
2025,58410001,,
2025,58410002,60,60
2025,58420001,,
2025,58420003,,
2025,58430002,,
2025,58450002,,
2025,58460001,60,60
2025,58460002,60,90
2025,58470001,,
2025,58470002,60,60
2025,58490001,,
2025,58490002,,
2025,58500001,,
2025,58500002,,
2025,58530001,,
2025,58560001,,
2025,58590001,,
2025,58590002,,
2025,58600001,,
2025,58600002,,
2025,58600003,60,120
2025,5860001,25,50
2025,5860002,20,30
2025,58650001,90,90
2025,58690001,,
2025,5870001,20,20
2025,58720001,,
2025,58720002,,
2025,58730003,80,100
2025,58760001,60,60
2025,58760002,60,60
2025,58800001,50,50
2025,58800002,60,60
2025,5880001,15,30
2025,5880002,20,40
2025,58810001,20,20
2025,58810002,180,180
2025,58820002,,
2025,58840002,,
2025,58850001,20,20
2025,58850002,20,20
2025,58860001,,
2025,58870001,,
2025,58880001,,
2025,58890001,,
2025,58890002,,
2025,58900001,,
2025,58900002,,
2025,5890001,30,30
2025,5890002,15,25
2025,58910001,60,120
2025,58910002,30,30
2025,58930001,,
2025,58940001,,
2025,58940002,,
2025,58950002,,
2025,58970001,,
2025,58970002,60,120
2025,58970003,30,30
2025,59000002,,
2025,59000003,,
2025,590001,60,60
2025,59020001,120,150
2025,59020002,30,40
2025,59040001,60,90
2025,59040002,120,120
2025,59060001,60,120
2025,59060002,80,60
2025,59070001,120,120
2025,59070002,60,90
2025,59080001,80,120
2025,59080002,60,120
2025,59090001,,
2025,59090002,,
2025,59100001,90,120
2025,59100002,90,120
2025,59120001,30,40
2025,59120002,40,60
2025,59150001,30,30
2025,59150002,10,20
2025,59160001,,
2025,59160002,,
2025,59180001,30,40
2025,59180003,20,20
2025,59190001,,
2025,59190002,,
2025,59190003,30,50
2025,59220001,60,60
2025,59230001,180,180
2025,59230002,30,30
2025,59240001,,
2025,59250001,10,0
2025,59250002,,
2025,59260001,35,40
2025,59260002,,
2025,59270001,,
2025,59300001,,
2025,59300002,,
2025,5930001,120,60
2025,5930002,120,120
2025,5930003,180,180
2025,5930004,120,120
2025,59320001,90,60
2025,59320002,60,60
2025,59320101,30,60
2025,59320102,30,40
2025,59360001,150,180
2025,59360002,60,60
2025,59370001,120,180
2025,59370003,180,240
2025,59380001,,
2025,59380002,,
2025,59390001,,
2025,59390002,,
2025,59510001,30,60
2025,59510002,40,80
2025,59520001,60,140
2025,59520002,50,80
2025,59530001,30,40
2025,59530002,25,40
2025,59540001,25,40
2025,59540002,30,70
2025,59550001,20,20
2025,59550002,,
2025,59560001,80,90
2025,59560002,120,60
2025,59570001,60,90
2025,59570002,60,60
2025,59580002,50,60
2025,59580101,90,120
2025,59580102,40,60
2025,59580201,60,100
2025,59580202,50,120
2025,59590001,120,120
2025,59590002,60,60
2025,59600001,20,60
2025,59600002,10,40
2025,59600004,20,40
2025,5960001,90,120
2025,5960002,50,80
2025,5960004,120,150
2025,59680001,35,60
2025,59680002,30,30
2025,59680003,90,90
2025,59680004,60,90
2025,59690002,30,30
2025,5970001,120,60
2025,5970003,60,120
2025,59710001,50,60
2025,59710002,40,60
2025,59720001,30,40
2025,59720002,40,60
2025,59730001,40,60
2025,59730002,40,60
2025,59750001,45,50
2025,59750002,50,60
2025,59760001,40,50
2025,59760002,60,60
2025,59770002,,
2025,59780001,,
2025,59780002,,
2025,59790001,40,60
2025,59790002,30,60
2025,59800001,60,90
2025,59800002,50,80
2025,59810001,60,120
2025,59810002,60,120
2025,59840001,60,60
2025,59840002,60,120
2025,59850001,60,60
2025,59850002,60,60
2025,59870001,90,90
2025,59870002,30,40
2025,59880001,120,120
2025,59880002,60,120
2025,59890001,30,30
2025,59890002,40,50
2025,5990001,120,120
2025,59910001,,
2025,59910002,,
2025,59920002,60,60
2025,59930001,60,60
2025,59930002,,
2025,59960001,30,30
2025,59960002,,
2025,59980001,,
2025,59980002,,
2025,6000001,120,60
2025,600001,30,30
2025,600002,40,60
2025,600005,60,60
2025,60001,60,120
2025,60003,240,360
2025,60010002,10,10
2025,60030001,20,30
2025,60060002,,
2025,60070001,40,60
2025,60070002,30,30
2025,60080001,,
2025,60080002,20,30
2025,60090001,30,60
2025,60090002,30,80
2025,60100001,120,120
2025,60100002,100,130
2025,6010001,60,90
2025,60110001,20,40
2025,60110002,20,40
2025,60110101,90,120
2025,60110102,30,50
2025,60110201,110,180
2025,60110202,150,160
2025,60120001,,
2025,60120002,30,60
2025,60130001,40,80
2025,60130002,35,30
2025,60140001,15,30
2025,60140002,10,20
2025,60150001,,
2025,60160001,30,80
2025,60160002,30,80
2025,60170002,30,100
2025,60170003,120,120
2025,60180001,30,60
2025,60180002,40,80
2025,60190003,140,90
2025,60190004,30,80
2025,60200002,40,60
2025,60220001,,
2025,60220002,,
2025,60230002,,
2025,60230003,60,60
2025,60230004,120,120
2025,60260002,30,30
2025,60260003,60,60
2025,60260004,90,120
2025,60270002,120,60
2025,60270003,80,35
2025,60280002,20,20
2025,60290002,,
2025,6030001,90,140
2025,6030002,85,120
2025,6030004,150,190
2025,60310001,20,20
2025,60310002,15,10
2025,60320001,180,180
2025,60330001,25,20
2025,60330002,25,15
2025,60340001,30,20
2025,60340002,20,10
2025,60360002,25,20
2025,60370001,20,15
2025,60370002,,
2025,60380003,20,20
2025,60380004,30,35
2025,60390001,30,20
2025,60390003,40,30
2025,60390004,30,20
2025,6040001,60,60
2025,6040003,120,60
2025,6040004,60,120
2025,60410001,,
2025,60410002,,
2025,60410101,120,120
2025,60410102,120,120
2025,60410103,30,30
2025,60430001,,
2025,60430002,,
2025,60450001,,
2025,60490002,,
2025,6050001,60,60
2025,6050002,120,60
2025,60510001,60,120
2025,60510002,40,60
2025,60520003,40,60
2025,60520004,40,80
2025,60540001,,
2025,60550001,,
2025,60600001,45,80
2025,60600002,50,90
2025,6060001,100,150
2025,6060003,120,180
2025,6060004,80,150
2025,60630001,,
2025,60630002,10,10
2025,60660001,,
2025,60660002,,
2025,60660003,,
2025,60670001,,
2025,6070001,60,60
2025,6070002,120,60
2025,6070003,30,60
2025,60710002,,
2025,60780002,,
2025,60780003,20,20
2025,60810001,90,120
2025,60810002,30,30
2025,60820001,90,60
2025,60820002,20,20
2025,60830001,60,60
2025,60830002,80,80
2025,60840001,30,30
2025,60840002,60,60
2025,60850001,,
2025,60900002,150,120
2025,60920001,,
2025,60930001,120,120
2025,60930002,110,120
2025,60940001,90,60
2025,60940002,60,60
2025,60950002,,
2025,60960002,,
2025,60970002,,
2025,60980001,,
2025,60980002,,
2025,60990001,,
2025,60990002,,
2025,610001,60,120
2025,61020001,90,120
2025,61020002,30,35
2025,61030001,,
2025,61030002,,
2025,61050001,90,60
2025,61050002,60,60
2025,61060001,,
2025,61060002,,
2025,61070001,,
2025,61070002,,
2025,61090001,10,20
2025,61090002,60,60
2025,61100001,,
2025,61100002,,
2025,61110001,,
2025,61110003,40,120
2025,61110004,80,110
2025,61140001,,
2025,61150001,,
2025,61170001,,
2025,61180001,,
2025,61190001,,
2025,61190002,,
2025,61200001,40,100
2025,61200003,40,80
2025,61200004,40,100
2025,6120001,40,90
2025,6120002,60,180
2025,6120003,120,180
2025,6120004,30,90
2025,61230001,20,10
2025,61230002,,
2025,61240002,,
2025,61240003,20,10
2025,61240006,20,10
2025,61250002,,
2025,61270001,,
2025,61270002,,
2025,61280001,,
2025,61280002,,
2025,61290001,20,30
2025,61290002,20,10
2025,61300001,30,20
2025,61300002,20,10
2025,61330001,60,60
2025,61330002,60,60
2025,61340001,,
2025,61340002,,
2025,61350003,90,150
2025,61350004,60,120
2025,61360001,,
2025,61360002,60,60
2025,61370001,135,140
2025,61370002,70,130
2025,61390002,,
2025,61390003,60,60
2025,61410001,25,40
2025,61410002,30,30
2025,61410003,30,40
2025,61420001,20,20
2025,61420002,20,20
2025,61430001,30,30
2025,61430002,,
2025,61440001,,
2025,61440002,60,60
2025,61470001,30,30
2025,61470004,150,90
2025,61490002,30,30
2025,61500001,,
2025,61500002,30,30
2025,6150002,120,120
2025,6150003,60,60
2025,61530002,,
2025,61540001,120,180
2025,61540002,120,120
2025,61560001,,
2025,61560002,,
2025,61570002,,
2025,61580002,30,40
2025,61580003,60,90
2025,61610001,,
2025,61610002,,
2025,61620001,,
2025,61620002,,
2025,61620003,180,180
2025,61630002,,
2025,61640001,,
2025,61670001,,
2025,61670002,,
2025,61680001,60,0
2025,61690001,,
2025,61690002,,
2025,61710001,,
2025,61710002,,
2025,61710003,30,60
2025,61720001,,
2025,61720002,,
2025,61720004,30,60
2025,61730001,,
2025,61730002,40,80
2025,61740001,,
2025,61740002,50,80
2025,61750002,50,60
2025,61750003,30,60
2025,61760001,50,60
2025,61760002,60,150
2025,61760003,50,60
2025,61770001,50,90
2025,61770002,40,100
2025,61770003,50,120
2025,61790001,,
2025,61800001,,
2025,61800002,,
2025,61800003,,
2025,61810001,,
2025,61810002,,
2025,61810003,60,90
2025,61830001,60,90
2025,61830003,90,120
2025,61840001,60,90
2025,61840002,50,50
2025,61850001,120,180
2025,61850002,60,60
2025,61860001,,
2025,61870001,60,60
2025,61870002,,
2025,61880001,90,120
2025,61880002,60,60
2025,61890001,,
2025,61890002,,
2025,61900001,60,90
2025,61900002,60,60
2025,61910001,30,40
2025,61910002,60,120
2025,61910003,90,120
2025,61920001,,
2025,61920002,,
2025,61930001,,
2025,61930002,,
2025,61950001,,
2025,6200001,60,60
2025,6200002,300,300
2025,620001,60,60
2025,6200101,180,240
2025,6200102,360,360
2025,6200201,60,60
2025,6200202,60,180
2025,62050001,30,90
2025,62050002,60,120
2025,62060001,60,120
2025,62060002,30,30
2025,62060003,60,60
2025,62070001,,
2025,62070002,60,120
2025,62070003,60,60
2025,62080001,60,120
2025,62080002,60,120
2025,62080004,60,60
2025,62090001,120,180
2025,62090002,30,60
2025,62090005,60,120
2025,62100001,60,120
2025,62100002,30,60
2025,62100003,30,30
2025,62110001,30,60
2025,62110002,60,120
2025,62110003,60,120
2025,62120001,30,30
2025,62120002,60,60
2025,62120003,60,120
