YEAR,OPID,ott_first,ott_second
2023,1680002,유튜브,
2023,1680003,유튜브,
2023,1680004,유튜브,
2023,16810002,유튜브,
2023,16820001,유튜브,
2023,16820002,유튜브,
2023,16820003,유튜브,디즈니플러스
2023,16820004,유튜브,디즈니플러스
2023,16820005,유튜브,왓챠
2023,16830001,유튜브,
2023,16850001,유튜브,
2023,16850002,유튜브,
2023,16880001,,
2023,16880002,,
2023,1690001,넷플릭스,유튜브
2023,1690002,유튜브,넷플릭스
2023,1700001,넷플릭스,
2023,1700002,넷플릭스,유튜브
2023,1700003,유튜브,넷플릭스
2023,17030002,유튜브,
2023,17030003,유튜브,
2023,17030004,유튜브,
2023,17040001,유튜브,
2023,17040002,유튜브,
2023,17060001,유튜브,
2023,17070001,,
2023,17070002,,
2023,17070003,넷플릭스,유튜브
2023,17070004,유튜브,
2023,17080001,유튜브,
2023,17080002,유튜브,
2023,17080003,유튜브,
2023,17090001,,
2023,17100002,,
2023,1710001,티빙(Tving),유튜브
2023,1710002,티빙(Tving),유튜브
2023,17110001,유튜브,티빙(Tving)
2023,17110002,유튜브,티빙(Tving)
2023,17110003,티빙(Tving),넷플릭스
2023,17110004,티빙(Tving),넷플릭스
2023,17120001,유튜브,
2023,17120002,유튜브,
2023,17120003,유튜브,
2023,17130001,넷플릭스,유튜브
2023,17130002,유튜브,넷플릭스
2023,17130003,넷플릭스,유튜브
2023,17130004,넷플릭스,유튜브
2023,17140001,유튜브,
2023,17140002,유튜브,
2023,1720001,유튜브,넷플릭스
2023,1720002,넷플릭스,유튜브
2023,1720003,넷플릭스,유튜브
2023,17220001,유튜브,
2023,17220002,넷플릭스,
2023,17220005,유튜브,
2023,17220006,,
2023,1730001,유튜브,
2023,1730002,유튜브,
2023,17370001,유튜브,
2023,17370002,유튜브,
2023,17370003,유튜브,
2023,17390002,,
2023,17400001,유튜브,
2023,17400002,유튜브,
2023,17400004,티빙(Tving),유튜브
2023,1740001,유튜브,넷플릭스
2023,1740002,유튜브,
2023,1740003,넷플릭스,유튜브
2023,1740004,유튜브,넷플릭스
2023,17400101,티빙(Tving),유튜브
2023,17430001,유튜브,
2023,17430002,유튜브,
2023,17430003,유튜브,
2023,17440001,유튜브,
2023,17440002,유튜브,
2023,17440003,티빙(Tving),유튜브
2023,17450001,유튜브,
2023,17450002,유튜브,
2023,17450003,티빙(Tving),
2023,17450004,티빙(Tving),유튜브
2023,17470001,유튜브,넷플릭스
2023,17470002,유튜브,넷플릭스
2023,17470003,유튜브,넷플릭스
2023,17470004,유튜브,넷플릭스
2023,17490001,유튜브,
2023,17490002,유튜브,
2023,17490003,유튜브,
2023,17490004,유튜브,
2023,17510002,,
2023,17550001,유튜브,왓챠
2023,17550002,유튜브,왓챠
2023,17550003,유튜브,왓챠
2023,17570001,유튜브,
2023,17570002,넷플릭스,
2023,17570003,넷플릭스,유튜브
2023,17580001,유튜브,
2023,17580002,유튜브,넷플릭스
2023,17580003,넷플릭스,유튜브
2023,17580004,유튜브,넷플릭스
2023,17580005,넷플릭스,유튜브
2023,1760001,유튜브,
2023,1760002,유튜브,
2023,1760003,유튜브,넷플릭스
2023,1760004,유튜브,넷플릭스
2023,17610001,네이버 NOW,
2023,17610002,유튜브,
2023,17610003,유튜브,넷플릭스
2023,17620001,티빙(Tving),넷플릭스
2023,17620002,티빙(Tving),넷플릭스
2023,17620003,티빙(Tving),넷플릭스
2023,17630001,유튜브,
2023,17630002,유튜브,
2023,17630003,유튜브,넷플릭스
2023,17650001,유튜브,
2023,17650002,유튜브,쿠팡플레이
2023,17670001,유튜브,
2023,17670002,유튜브,
2023,17670003,유튜브,
2023,17670004,유튜브,
2023,17690001,유튜브,
2023,17690002,유튜브,
2023,17690003,유튜브,넷플릭스
2023,17690005,유튜브,
2023,1770001,넷플릭스,유튜브
2023,1770002,넷플릭스,유튜브
2023,1770003,유튜브,
2023,1770004,넷플릭스,유튜브
2023,17720001,유튜브,
2023,17720002,유튜브,
2023,17740001,유튜브,
2023,17740002,유튜브,티빙(Tving)
2023,17740003,유튜브,
2023,17740004,유튜브,넷플릭스
2023,17750001,넷플릭스,
2023,17750002,넷플릭스,쿠팡플레이
2023,17750003,유튜브,아프리카 TV
2023,17750004,유튜브,넷플릭스
2023,17770001,유튜브,U+ 모바일(구 U+비디오포털)
2023,17770002,유튜브,
2023,17770003,유튜브,
2023,17770004,유튜브,
2023,17800001,유튜브,넷플릭스
2023,17800002,유튜브,
2023,17800003,유튜브,넷플릭스
2023,17860001,넷플릭스,
2023,17860002,넷플릭스,
2023,17860003,넷플릭스,
2023,17860004,넷플릭스,
2023,17880001,,
2023,17880002,,
2023,17900001,유튜브,
2023,17900002,유튜브,
2023,17900004,티빙(Tving),넷플릭스
2023,17900005,유튜브,넷플릭스
2023,17900006,,
2023,17900101,유튜브,넷플릭스
2023,17900102,유튜브,넷플릭스
2023,17960002,유튜브,
2023,17990001,,
2023,18000002,,
2023,1800001,유튜브,넷플릭스
2023,1800002,유튜브,넷플릭스
2023,1800003,유튜브,넷플릭스
2023,1800004,유튜브,
2023,180001,유튜브,카카오 TV
2023,18020002,유튜브,
2023,18030001,유튜브,
2023,18030002,유튜브,
2023,18030003,유튜브,
2023,18030004,유튜브,
2023,18040001,유튜브,
2023,18040002,유튜브,
2023,18040003,유튜브,티빙(Tving)
2023,18040004,티빙(Tving),쿠팡플레이
2023,18060002,유튜브,
2023,18070001,유튜브,넷플릭스
2023,18070002,유튜브,넷플릭스
2023,18070004,유튜브,넷플릭스
2023,18080001,유튜브,
2023,18080002,유튜브,
2023,18080003,유튜브,
2023,18080004,유튜브,
2023,18080005,유튜브,
2023,18090001,,
2023,18090002,,
2023,18090003,유튜브,
2023,18100001,유튜브,
2023,18100002,유튜브,
2023,18100003,유튜브,
2023,18100004,유튜브,
2023,18110001,유튜브,
2023,18110002,유튜브,
2023,18110003,유튜브,
2023,18130002,유튜브,카카오 TV
2023,18160002,유튜브,
2023,18170002,유튜브,
2023,18180001,유튜브,
2023,18180002,유튜브,
2023,18200001,유튜브,
2023,18200002,유튜브,
2023,18200003,유튜브,
2023,18210001,,
2023,18210002,유튜브,
2023,18230001,유튜브,
2023,18240002,유튜브,
2023,18250001,유튜브,
2023,18250002,유튜브,
2023,18260002,유튜브,
2023,18280001,,
2023,18280002,유튜브,
2023,18290001,유튜브,
2023,18290002,유튜브,
2023,18300002,유튜브,
2023,18310001,,
2023,18320001,유튜브,
2023,18330001,티빙(Tving),넷플릭스
2023,18330002,유튜브,
2023,18340001,유튜브,
2023,18340002,유튜브,티빙(Tving)
2023,18340003,유튜브,쿠팡플레이
2023,18360001,유튜브,
2023,18360002,유튜브,
2023,18360003,유튜브,
2023,18360004,유튜브,
2023,18360005,유튜브,
2023,18380001,유튜브,
2023,18380002,유튜브,
2023,18390001,유튜브,
2023,18400001,유튜브,
2023,18400002,유튜브,
2023,18400003,유튜브,
2023,18400004,유튜브,
2023,1840001,유튜브,넷플릭스
2023,1840002,유튜브,
2023,18410001,유튜브,
2023,18410002,,
2023,18420001,유튜브,
2023,18420002,유튜브,
2023,18420003,유튜브,
2023,18430001,,
2023,18440001,유튜브,
2023,18440002,유튜브,
2023,18460005,유튜브,
2023,18470001,유튜브,
2023,18470002,유튜브,
2023,18480001,유튜브,
2023,18480002,유튜브,
2023,1850001,유튜브,넷플릭스
2023,1850002,유튜브,
2023,1850003,티빙(Tving),유튜브
2023,1850004,유튜브,넷플릭스
2023,1850005,유튜브,기타
2023,18540001,유튜브,쿠팡플레이
2023,18540002,티빙(Tving),유튜브
2023,18540003,유튜브,넷플릭스
2023,18540004,왓챠,유튜브
2023,18610001,유튜브,
2023,18620001,,
2023,18620002,,
2023,18640001,유튜브,
2023,18640002,유튜브,
2023,18640003,유튜브,
2023,18660002,,
2023,18690001,,
2023,18700001,,
2023,18700002,,
2023,18700003,유튜브,
2023,1870001,,
2023,1870002,유튜브,
2023,1870003,넷플릭스,유튜브
2023,1870004,유튜브,넷플릭스
2023,18710001,유튜브,
2023,18710002,유튜브,
2023,18710003,유튜브,
2023,18710004,유튜브,
2023,18720001,유튜브,
2023,18720002,유튜브,
2023,18720003,유튜브,
2023,18720004,유튜브,
2023,18730001,유튜브,
2023,18740001,,
2023,18750001,,
2023,18750002,,
2023,18750003,,
2023,18750004,유튜브,
2023,18750005,유튜브,
2023,18760001,,
2023,18770002,,
2023,18780001,,
2023,18780002,,
2023,1880001,유튜브,넷플릭스
2023,1880002,유튜브,넷플릭스
2023,1880003,유튜브,넷플릭스
2023,1880004,,
2023,1880005,,
2023,18820001,유튜브,
2023,18830001,,
2023,18830002,,
2023,18840001,,
2023,18840002,,
2023,18850002,,
2023,18850003,유튜브,
2023,18850004,유튜브,
2023,18860001,유튜브,
2023,18860002,유튜브,넷플릭스
2023,18860003,유튜브,
2023,18860004,유튜브,
2023,18870001,유튜브,
2023,18870002,유튜브,
2023,18870003,유튜브,
2023,18890001,유튜브,넷플릭스
2023,18890002,유튜브,
2023,18890003,유튜브,넷플릭스
2023,18900001,유튜브,
2023,18900002,유튜브,
2023,18900003,유튜브,넷플릭스
2023,1890001,,
2023,1890002,,
2023,18910001,유튜브,
2023,18910002,유튜브,
2023,18910003,유튜브,
2023,18920001,유튜브,넷플릭스
2023,18920002,유튜브,넷플릭스
2023,18920003,유튜브,넷플릭스
2023,18920004,유튜브,넷플릭스
2023,18930001,유튜브,
2023,18930002,유튜브,
2023,18940001,,
2023,18940002,,
2023,18950001,,
2023,18950002,,
2023,18960002,유튜브,
2023,18970001,유튜브,
2023,18970002,유튜브,
2023,18980002,,
2023,18990001,,
2023,18990002,유튜브,
2023,19000001,,
2023,19000002,,
2023,19010001,,
2023,19010003,,
2023,19020002,유튜브,
2023,19030001,,
2023,19030002,유튜브,
2023,19050001,,
2023,19060001,유튜브,
2023,19060002,유튜브,
2023,19070001,유튜브,
2023,19070002,유튜브,
2023,19070003,유튜브,
2023,19080001,유튜브,
2023,19080002,유튜브,
2023,19090001,넷플릭스,유튜브
2023,19090002,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,19100001,유튜브,네이버 NOW
2023,19110004,유튜브,
2023,19120002,,
2023,19130003,유튜브,
2023,19170003,유튜브,
2023,19170004,유튜브,
2023,19170005,유튜브,
2023,19170006,유튜브,
2023,19200001,유튜브,
2023,19200002,유튜브,
2023,19200003,유튜브,
2023,19200101,유튜브,넷플릭스
2023,19200102,넷플릭스,유튜브
2023,19230001,유튜브,넷플릭스
2023,19230002,유튜브,넷플릭스
2023,19230003,유튜브,넷플릭스
2023,19230004,유튜브,넷플릭스
2023,19250001,,
2023,19280001,유튜브,
2023,19280002,유튜브,
2023,19280003,유튜브,네이버 NOW
2023,19300001,유튜브,
2023,19300002,유튜브,
2023,19300003,유튜브,넷플릭스
2023,19300004,넷플릭스,유튜브
2023,19310001,유튜브,
2023,19310002,유튜브,
2023,19310003,유튜브,
2023,19320001,,
2023,19320002,유튜브,
2023,19340001,유튜브,
2023,19340003,유튜브,
2023,19350001,유튜브,
2023,19370001,유튜브,
2023,19370002,유튜브,
2023,19380001,유튜브,
2023,19380002,유튜브,
2023,19380101,유튜브,
2023,19380102,유튜브,
2023,19380103,유튜브,
2023,19380104,유튜브,
2023,19400001,,
2023,19430001,,
2023,19440001,유튜브,
2023,19440002,쿠팡플레이,
2023,19440003,유튜브,
2023,19440004,유튜브,
2023,19470001,유튜브,
2023,19470002,유튜브,
2023,19470003,유튜브,넷플릭스
2023,19470004,유튜브,
2023,19470005,,
2023,19500001,,
2023,19500002,,
2023,19570001,유튜브,아프리카 TV
2023,19570002,웨이브(Wavve)(구 푹(pooq)· 옥수수),넷플릭스
2023,19570003,웨이브(Wavve)(구 푹(pooq)· 옥수수),넷플릭스
2023,19570004,웨이브(Wavve)(구 푹(pooq)· 옥수수),유튜브
2023,19630001,유튜브,
2023,19630002,유튜브,
2023,19630003,유튜브,
2023,19630004,유튜브,
2023,19650001,유튜브,
2023,19650002,유튜브,
2023,19650003,넷플릭스,유튜브
2023,19660001,유튜브,넷플릭스
2023,19660002,넷플릭스,유튜브
2023,19660003,넷플릭스,유튜브
2023,19660004,넷플릭스,유튜브
2023,19670001,유튜브,
2023,19670002,유튜브,
2023,19670003,유튜브,
2023,19670004,유튜브,
2023,19680001,,
2023,19680002,유튜브,넷플릭스
2023,19680003,넷플릭스,유튜브
2023,19690001,유튜브,
2023,19690002,유튜브,
2023,19690003,유튜브,
2023,19710001,유튜브,
2023,19710002,유튜브,
2023,19710003,티빙(Tving),유튜브
2023,19710004,티빙(Tving),유튜브
2023,19730001,유튜브,
2023,19730002,유튜브,
2023,19730003,넷플릭스,유튜브
2023,19740001,유튜브,
2023,19740002,유튜브,
2023,19740003,유튜브,
2023,19740004,유튜브,
2023,19750001,유튜브,
2023,19750002,유튜브,
2023,19750003,유튜브,넷플릭스
2023,19750004,유튜브,
2023,19780001,넷플릭스,유튜브
2023,19780002,유튜브,넷플릭스
2023,19780003,넷플릭스,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,19820001,유튜브,
2023,19820002,유튜브,
2023,19820003,유튜브,
2023,19820004,유튜브,
2023,19830001,,
2023,19840001,유튜브,
2023,19840002,유튜브,
2023,19840003,유튜브,
2023,19890001,유튜브,
2023,19890002,유튜브,
2023,19900002,,
2023,1990001,유튜브,
2023,1990002,유튜브,
2023,1990003,유튜브,넷플릭스
2023,1990004,유튜브,넷플릭스
2023,19930001,,
2023,19930002,,
2023,19940002,,
2023,19960001,유튜브,
2023,19960002,유튜브,
2023,19970001,유튜브,
2023,19970002,유튜브,
2023,19970003,유튜브,
2023,19990001,유튜브,
2023,19990002,유튜브,
2023,20000001,,
2023,20000002,유튜브,
2023,2000001,유튜브,
2023,2000002,유튜브,
2023,2000004,유튜브,디즈니플러스
2023,2000005,유튜브,디즈니플러스
2023,20001,유튜브,
2023,20003,유튜브,네이버 NOW
2023,20010001,유튜브,
2023,20020002,유튜브,
2023,20030002,,
2023,20060001,유튜브,
2023,20060002,유튜브,
2023,20070001,유튜브,
2023,20070002,유튜브,
2023,20070003,넷플릭스,유튜브
2023,20070004,넷플릭스,유튜브
2023,20070005,유튜브,
2023,20090003,넷플릭스,유튜브
2023,20100001,유튜브,
2023,20100002,유튜브,
2023,20100003,넷플릭스,유튜브
2023,2010001,유튜브,
2023,2010002,유튜브,넷플릭스
2023,20110001,,
2023,20110002,유튜브,넷플릭스
2023,20130001,,
2023,20130002,유튜브,
2023,20140001,,
2023,20140002,유튜브,
2023,20160001,,
2023,20170001,유튜브,
2023,20170003,유튜브,
2023,20180001,유튜브,
2023,20180002,유튜브,
2023,20180003,유튜브,
2023,20190002,,
2023,20200003,유튜브,
2023,20210001,유튜브,
2023,20220001,웨이브(Wavve)(구 푹(pooq)· 옥수수),
2023,20230002,유튜브,
2023,20240001,유튜브,
2023,20240002,유튜브,
2023,20250001,유튜브,
2023,20250002,유튜브,
2023,20250003,유튜브,
2023,20280001,유튜브,
2023,20280002,유튜브,넷플릭스
2023,20280003,유튜브,카카오 TV
2023,2030001,유튜브,넷플릭스
2023,2030002,유튜브,넷플릭스
2023,2030003,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,2030004,유튜브,
2023,20320002,,
2023,20340001,유튜브,
2023,20340002,유튜브,
2023,20340003,유튜브,
2023,20340004,유튜브,
2023,20340101,유튜브,
2023,20340102,유튜브,
2023,20370001,,
2023,20370002,,
2023,20380001,유튜브,
2023,20380002,유튜브,
2023,20380003,쿠팡플레이,유튜브
2023,20400001,유튜브,
2023,20400002,유튜브,
2023,2040001,유튜브,
2023,20430002,넷플릭스,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,20440001,유튜브,
2023,20440002,유튜브,
2023,20450001,유튜브,넷플릭스
2023,20450002,유튜브,넷플릭스
2023,20450003,유튜브,
2023,20460001,유튜브,넷플릭스
2023,20460002,유튜브,넷플릭스
2023,20470001,유튜브,
2023,20470002,,
2023,20480002,,
2023,20490001,유튜브,
2023,20490002,유튜브,
2023,20490004,유튜브,
2023,20490101,유튜브,넷플릭스
2023,20500001,유튜브,
2023,20500002,,
2023,2050001,유튜브,
2023,20510001,유튜브,
2023,20510002,유튜브,
2023,20520001,유튜브,
2023,20520003,유튜브,
2023,20520004,유튜브,
2023,20520005,유튜브,
2023,20520101,유튜브,넷플릭스
2023,20530001,유튜브,넷플릭스
2023,20530002,유튜브,넷플릭스
2023,20530003,유튜브,넷플릭스
2023,20530101,유튜브,넷플릭스
2023,20540001,유튜브,넷플릭스
2023,20540002,유튜브,넷플릭스
2023,20540004,유튜브,넷플릭스
2023,20540005,,
2023,20540006,유튜브,넷플릭스
2023,20540101,유튜브,넷플릭스
2023,20550001,유튜브,
2023,20550002,유튜브,
2023,20560001,유튜브,넷플릭스
2023,20560002,유튜브,
2023,20560003,티빙(Tving),유튜브
2023,20560004,유튜브,
2023,20580001,유튜브,
2023,20580002,유튜브,
2023,20580003,티빙(Tving),유튜브
2023,20590001,유튜브,
2023,20590002,유튜브,
2023,20590003,티빙(Tving),유튜브
2023,20590004,티빙(Tving),유튜브
2023,20600001,유튜브,
2023,20600002,유튜브,
2023,20600003,티빙(Tving),유튜브
2023,2060001,,
2023,20620001,유튜브,넷플릭스
2023,20620002,유튜브,넷플릭스
2023,20620005,,
2023,20620101,유튜브,
2023,20620102,유튜브,
2023,20630001,유튜브,
2023,20630002,유튜브,
2023,20640001,유튜브,넷플릭스
2023,20640002,유튜브,넷플릭스
2023,20640003,유튜브,넷플릭스
2023,20640004,유튜브,넷플릭스
2023,20650002,,
2023,20660001,유튜브,
2023,20660002,유튜브,
2023,20660003,유튜브,
2023,20670001,유튜브,
2023,20670002,유튜브,
2023,20680001,유튜브,
2023,20680002,유튜브,
2023,20680004,유튜브,
2023,20690001,유튜브,넷플릭스
2023,20690002,유튜브,넷플릭스
2023,20690003,유튜브,넷플릭스
2023,20690004,유튜브,넷플릭스
2023,2070001,유튜브,
2023,2070002,유튜브,
2023,2070003,유튜브,넷플릭스
2023,20710001,유튜브,
2023,20720001,유튜브,
2023,20720002,유튜브,
2023,20720101,유튜브,넷플릭스
2023,20720102,유튜브,넷플릭스
2023,20730001,유튜브,
2023,20750002,유튜브,넷플릭스
2023,20760002,,
2023,20760003,유튜브,
2023,20760004,유튜브,왓챠
2023,20770001,넷플릭스,유튜브
2023,20770002,유튜브,
2023,20770003,넷플릭스,유튜브
2023,20770004,유튜브,
2023,20780002,유튜브,
2023,20790001,유튜브,
2023,20790002,유튜브,티빙(Tving)
2023,20800001,유튜브,
2023,2080001,유튜브,
2023,2080002,유튜브,
2023,2080003,유튜브,넷플릭스
2023,2080004,넷플릭스,디즈니플러스
2023,20810001,네이버 NOW,티빙(Tving)
2023,20830001,유튜브,
2023,20830002,유튜브,
2023,20830003,,
2023,20830004,유튜브,
2023,20830005,티빙(Tving),유튜브
2023,20840001,유튜브,티빙(Tving)
2023,20840002,유튜브,티빙(Tving)
2023,20840003,유튜브,티빙(Tving)
2023,20840004,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,20890001,,
2023,20890002,유튜브,넷플릭스
2023,20980003,유튜브,U+ 모바일(구 U+비디오포털)
2023,20980005,유튜브,U+ 모바일(구 U+비디오포털)
2023,2100001,,
2023,2100002,유튜브,
2023,21030001,유튜브,
2023,21070001,유튜브,
2023,21070002,넷플릭스,유튜브
2023,21070004,유튜브,
2023,21070005,유튜브,
2023,21100001,,
2023,21100002,,
2023,2110001,,
2023,2110002,유튜브,
2023,2110003,유튜브,넷플릭스
2023,21120001,유튜브,넷플릭스
2023,21120002,유튜브,넷플릭스
2023,21120004,유튜브,넷플릭스
2023,21120005,유튜브,쿠팡플레이
2023,21140003,유튜브,넷플릭스
2023,21170001,넷플릭스,유튜브
2023,21190001,유튜브,쿠팡플레이
2023,21190002,유튜브,넷플릭스
2023,21190005,,
2023,2120001,,
2023,2120002,,
2023,21210001,유튜브,
2023,21210002,유튜브,
2023,21210003,유튜브,
2023,21220001,유튜브,
2023,21220002,,
2023,21220005,유튜브,
2023,21220006,유튜브,
2023,21230001,,
2023,21230002,,
2023,21250001,,
2023,21260001,,
2023,21300001,유튜브,
2023,21300002,유튜브,
2023,2130001,,
2023,2130002,,
2023,21310002,유튜브,
2023,21320001,유튜브,
2023,21330001,유튜브,
2023,21340001,유튜브,
2023,21340002,유튜브,
2023,21340003,유튜브,
2023,21350001,,
2023,21360001,유튜브,넷플릭스
2023,21360002,유튜브,넷플릭스
2023,21360003,유튜브,넷플릭스
2023,21360004,유튜브,넷플릭스
2023,21370001,,
2023,21380001,유튜브,
2023,21380002,유튜브,
2023,21380003,유튜브,
2023,21380004,유튜브,
2023,21380005,유튜브,
2023,21390002,,
2023,21400001,유튜브,
2023,2140001,,
2023,2140002,,
2023,2140004,넷플릭스,유튜브
2023,21410001,유튜브,
2023,21410002,유튜브,
2023,21420002,유튜브,
2023,21430001,유튜브,
2023,21430002,유튜브,
2023,21430003,유튜브,
2023,21430004,유튜브,넷플릭스
2023,21440002,유튜브,
2023,21450001,유튜브,
2023,21450002,유튜브,
2023,21450003,유튜브,
2023,21450004,유튜브,넷플릭스
2023,21480001,유튜브,티빙(Tving)
2023,21480002,유튜브,
2023,21480003,넷플릭스,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,21480004,웨이브(Wavve)(구 푹(pooq)· 옥수수),카카오 TV
2023,21490001,유튜브,넷플릭스
2023,21490002,넷플릭스,유튜브
2023,21490003,유튜브,넷플릭스
2023,21500002,유튜브,
2023,21500003,유튜브,
2023,21500004,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,2150001,유튜브,
2023,2150002,유튜브,
2023,21520001,유튜브,
2023,21520002,유튜브,
2023,21520003,유튜브,
2023,21520004,유튜브,
2023,21520005,넷플릭스,유튜브
2023,21530002,,
2023,21530003,유튜브,넷플릭스
2023,21530004,유튜브,넷플릭스
2023,21530005,유튜브,넷플릭스
2023,21540002,유튜브,
2023,21570001,넷플릭스,유튜브
2023,21570002,웨이브(Wavve)(구 푹(pooq)· 옥수수),유튜브
2023,21570003,넷플릭스,유튜브
2023,21570004,유튜브,넷플릭스
2023,21580001,티빙(Tving),유튜브
2023,21580002,유튜브,넷플릭스
2023,21580003,유튜브,넷플릭스
2023,21580004,유튜브,넷플릭스
2023,21600001,유튜브,
2023,21600002,유튜브,
2023,21600003,유튜브,디즈니플러스
2023,21600004,유튜브,쿠팡플레이
2023,21610001,유튜브,
2023,21610002,유튜브,
2023,21610003,넷플릭스,유튜브
2023,21610004,유튜브,아마존 프라임 비디오
2023,21620001,유튜브,
2023,21620002,,
2023,21620003,유튜브,
2023,21640001,,
2023,21650001,넷플릭스,유튜브
2023,21650002,유튜브,넷플릭스
2023,21660001,넷플릭스,유튜브
2023,21660002,넷플릭스,유튜브
2023,21690001,,
2023,21690002,유튜브,
2023,21700001,유튜브,
2023,21700002,유튜브,
2023,21700003,넷플릭스,유튜브
2023,21700004,넷플릭스,유튜브
2023,2170001,유튜브,넷플릭스
2023,2170002,유튜브,넷플릭스
2023,2170003,유튜브,디즈니플러스
2023,2170004,유튜브,넷플릭스
2023,21710001,유튜브,
2023,21710002,,
2023,21720001,넷플릭스,
2023,21720002,유튜브,넷플릭스
2023,21720004,넷플릭스,유튜브
2023,21730001,,
2023,21750001,유튜브,넷플릭스
2023,21750002,유튜브,
2023,21770001,유튜브,넷플릭스
2023,21770002,유튜브,
2023,21780001,유튜브,
2023,21780002,넷플릭스,유튜브
2023,21790001,유튜브,
2023,21800001,,
2023,21800002,유튜브,
2023,2180001,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,2180002,유튜브,
2023,2180003,유튜브,디즈니플러스
2023,2180004,유튜브,넷플릭스
2023,2180005,웨이브(Wavve)(구 푹(pooq)· 옥수수),넷플릭스
2023,21830001,유튜브,
2023,21830002,유튜브,티빙(Tving)
2023,21840001,넷플릭스,유튜브
2023,21840002,넷플릭스,유튜브
2023,21860001,유튜브,
2023,21870001,유튜브,
2023,21870002,유튜브,
2023,21870003,유튜브,
2023,21870101,유튜브,넷플릭스
2023,2190001,유튜브,넷플릭스
2023,2190002,유튜브,넷플릭스
2023,2190003,유튜브,넷플릭스
2023,2190004,유튜브,
2023,21910002,,
2023,21930006,,
2023,21930007,유튜브,
2023,21950001,,
2023,21950002,,
2023,21980001,유튜브,
2023,21980002,유튜브,넷플릭스
2023,21990001,,
2023,21990002,유튜브,
2023,21990003,넷플릭스,
2023,22000001,넷플릭스,티빙(Tving)
2023,22000002,티빙(Tving),넷플릭스
2023,22000003,티빙(Tving),유튜브
2023,22000004,유튜브,
2023,2200001,유튜브,
2023,2200002,유튜브,
2023,2200003,넷플릭스,유튜브
2023,2200004,유튜브,디즈니플러스
2023,220001,유튜브,
2023,220002,유튜브,
2023,22010001,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,22010002,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,22010003,티빙(Tving),웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,22010004,유튜브,
2023,22020001,유튜브,쿠팡플레이
2023,22020002,,
2023,22030001,유튜브,
2023,22040001,유튜브,
2023,22040002,유튜브,
2023,22040003,유튜브,
2023,22050002,유튜브,
2023,22050003,유튜브,
2023,22050004,유튜브,
2023,22060001,유튜브,
2023,22060002,유튜브,
2023,22070001,유튜브,
2023,22070002,유튜브,넷플릭스
2023,22080001,유튜브,티빙(Tving)
2023,2210001,,
2023,2210002,,
2023,2210003,유튜브,
2023,22120001,유튜브,
2023,22120002,유튜브,
2023,22130001,유튜브,
2023,22130002,유튜브,
2023,22140001,유튜브,네이버 시리즈온(SERIES)
2023,22140002,네이버 시리즈온(SERIES),웨이브(Wavve)(구 푹(pooq)· 옥수수)
2023,22150001,유튜브,
2023,22150002,유튜브,
2023,22160001,유튜브,
2023,22160002,유튜브,
2023,22170001,,
2023,22170002,,
2023,22180001,유튜브,
2023,22180002,유튜브,
2023,22190001,,
2023,22200002,유튜브,넷플릭스
2023,2220001,유튜브,
2023,2220002,유튜브,
2023,2220003,유튜브,디즈니플러스
2023,22210001,유튜브,쿠팡플레이
2023,22210002,유튜브,쿠팡플레이
2023,22210003,유튜브,쿠팡플레이
2023,22220001,유튜브,왓챠
2023,22220002,넷플릭스,
2023,22220003,유튜브,카카오 TV
2023,22230001,유튜브,
2023,22230002,유튜브,네이버 NOW
2023,22240001,유튜브,
2023,22240002,유튜브,
2023,22240003,유튜브,네이버 NOW
2023,22250001,,
2023,22250002,유튜브,
2023,22250003,유튜브,
2023,22260001,유튜브,
2023,22260002,유튜브,
2023,22260004,유튜브,
2023,22260005,,
2023,22270001,유튜브,
2023,22270002,카카오 TV,
2023,22270101,유튜브,
2023,22270102,유튜브,
2023,22280001,유튜브,
2023,22280002,,
2023,22280003,유튜브,
2023,22280004,,
2023,22290001,유튜브,
2023,22290002,,
2023,22290003,유튜브,
2023,2230001,,
2023,2230002,유튜브,왓챠
2023,22310001,유튜브,
2023,22310002,유튜브,
2023,22330001,유튜브,넷플릭스
2023,22330002,유튜브,
2023,22330003,유튜브,
2023,22330004,유튜브,
2023,22340001,넷플릭스,
2023,22340002,유튜브,
2023,22340003,유튜브,넷플릭스
2023,22340004,유튜브,넷플릭스
2023,22350001,유튜브,
2023,22350002,유튜브,
2023,22350003,,
2023,22360001,유튜브,
2023,22360002,유튜브,
2023,22360004,유튜브,티빙(Tving)
2023,22360101,,
2023,22360102,유튜브,
2023,22380002,쿠팡플레이,유튜브
2023,22380003,애플 TV+,왓챠
2023,22380004,유튜브,넷플릭스
